State,District,Subject,LO_Code,Description,Score
Andhra Pradesh,Spsr Nellore,Mathematics,C-1.1,"C-1.1 Represents numbers using the place value structure of the Indian number system, compares whole numbers, and knows and can read the names of very large numbers",52
Andhra Pradesh,Sri Sathya Sai,Mathematics,C-1.1,"C-1.1 Represents numbers using the place value structure of the Indian number system, compares whole numbers, and knows and can read the names of very large numbers",54
Andhra Pradesh,Srikakulam,Mathematics,C-1.1,"C-1.1 Represents numbers using the place value structure of the Indian number system, compares whole numbers, and knows and can read the names of very large numbers",62
Andhra Pradesh,Tirupati,Mathematics,C-1.1,"C-1.1 Represents numbers using the place value structure of the Indian number system, compares whole numbers, and knows and can read the names of very large numbers",54
Andhra Pradesh,Visakhapatanam,Mathematics,C-1.1,"C-1.1 Represents numbers using the place value structure of the Indian number system, compares whole numbers, and knows and can read the names of very large numbers",60
Andhra Pradesh,Vizianagaram,Mathematics,C-1.1,"C-1.1 Represents numbers using the place value structure of the Indian number system, compares whole numbers, and knows and can read the names of very large numbers",63
Andhra Pradesh,West Godavari,Mathematics,C-1.1,"C-1.1 Represents numbers using the place value structure of the Indian number system, compares whole numbers, and knows and can read the names of very large numbers",46
Andhra Pradesh,Y.S.R.,Mathematics,C-1.1,"C-1.1 Represents numbers using the place value structure of the Indian number system, compares whole numbers, and knows and can read the names of very large numbers",52
Andhra Pradesh,Alluri Sitharama Raju,World Around Us,C-1.1,"C-1.1 Observes and identifies the natural (insects, plants, birds, animals, geographical features, sun and moon, stars, planets, natural resources) and social (houses, relationships) components in their immediate environment",34
Andhra Pradesh,Anakapalli,World Around Us,C-1.1,"C-1.1 Observes and identifies the natural (insects, plants, birds, animals, geographical features, sun and moon, stars, planets, natural resources) and social (houses, relationships) components in their immediate environment",38
Andhra Pradesh,Anantapur,World Around Us,C-1.1,"C-1.1 Observes and identifies the natural (insects, plants, birds, animals, geographical features, sun and moon, stars, planets, natural resources) and social (houses, relationships) components in their immediate environment",29
Andhra Pradesh,Annamayya,World Around Us,C-1.1,"C-1.1 Observes and identifies the natural (insects, plants, birds, animals, geographical features, sun and moon, stars, planets, natural resources) and social (houses, relationships) components in their immediate environment",33
Andhra Pradesh,Bapatla,World Around Us,C-1.1,"C-1.1 Observes and identifies the natural (insects, plants, birds, animals, geographical features, sun and moon, stars, planets, natural resources) and social (houses, relationships) components in their immediate environment",36
Andhra Pradesh,Chittoor,World Around Us,C-1.1,"C-1.1 Observes and identifies the natural (insects, plants, birds, animals, geographical features, sun and moon, stars, planets, natural resources) and social (houses, relationships) components in their immediate environment",32
Andhra Pradesh,East Godavari,World Around Us,C-1.1,"C-1.1 Observes and identifies the natural (insects, plants, birds, animals, geographical features, sun and moon, stars, planets, natural resources) and social (houses, relationships) components in their immediate environment",32
Andhra Pradesh,Eluru,World Around Us,C-1.1,"C-1.1 Observes and identifies the natural (insects, plants, birds, animals, geographical features, sun and moon, stars, planets, natural resources) and social (houses, relationships) components in their immediate environment",32
Andhra Pradesh,Guntur,World Around Us,C-1.1,"C-1.1 Observes and identifies the natural (insects, plants, birds, animals, geographical features, sun and moon, stars, planets, natural resources) and social (houses, relationships) components in their immediate environment",37
Andhra Pradesh,Kakinada,World Around Us,C-1.1,"C-1.1 Observes and identifies the natural (insects, plants, birds, animals, geographical features, sun and moon, stars, planets, natural resources) and social (houses, relationships) components in their immediate environment",32
Andhra Pradesh,Konaseema,World Around Us,C-1.1,"C-1.1 Observes and identifies the natural (insects, plants, birds, animals, geographical features, sun and moon, stars, planets, natural resources) and social (houses, relationships) components in their immediate environment",32
Andhra Pradesh,Krishna,World Around Us,C-1.1,"C-1.1 Observes and identifies the natural (insects, plants, birds, animals, geographical features, sun and moon, stars, planets, natural resources) and social (houses, relationships) components in their immediate environment",36
Andhra Pradesh,Kurnool,World Around Us,C-1.1,"C-1.1 Observes and identifies the natural (insects, plants, birds, animals, geographical features, sun and moon, stars, planets, natural resources) and social (houses, relationships) components in their immediate environment",28
Andhra Pradesh,Nandyal,World Around Us,C-1.1,"C-1.1 Observes and identifies the natural (insects, plants, birds, animals, geographical features, sun and moon, stars, planets, natural resources) and social (houses, relationships) components in their immediate environment",40
Andhra Pradesh,Ntr,World Around Us,C-1.1,"C-1.1 Observes and identifies the natural (insects, plants, birds, animals, geographical features, sun and moon, stars, planets, natural resources) and social (houses, relationships) components in their immediate environment",36
Andhra Pradesh,Palnadu,World Around Us,C-1.1,"C-1.1 Observes and identifies the natural (insects, plants, birds, animals, geographical features, sun and moon, stars, planets, natural resources) and social (houses, relationships) components in their immediate environment",34
Andhra Pradesh,Parvathipuram Manyam,World Around Us,C-1.1,"C-1.1 Observes and identifies the natural (insects, plants, birds, animals, geographical features, sun and moon, stars, planets, natural resources) and social (houses, relationships) components in their immediate environment",38
Andhra Pradesh,Prakasam,World Around Us,C-1.1,"C-1.1 Observes and identifies the natural (insects, plants, birds, animals, geographical features, sun and moon, stars, planets, natural resources) and social (houses, relationships) components in their immediate environment",33
Andhra Pradesh,Spsr Nellore,World Around Us,C-1.1,"C-1.1 Observes and identifies the natural (insects, plants, birds, animals, geographical features, sun and moon, stars, planets, natural resources) and social (houses, relationships) components in their immediate environment",37
Andhra Pradesh,Sri Sathya Sai,World Around Us,C-1.1,"C-1.1 Observes and identifies the natural (insects, plants, birds, animals, geographical features, sun and moon, stars, planets, natural resources) and social (houses, relationships) components in their immediate environment",39
Andhra Pradesh,Srikakulam,World Around Us,C-1.1,"C-1.1 Observes and identifies the natural (insects, plants, birds, animals, geographical features, sun and moon, stars, planets, natural resources) and social (houses, relationships) components in their immediate environment",38
Andhra Pradesh,Tirupati,World Around Us,C-1.1,"C-1.1 Observes and identifies the natural (insects, plants, birds, animals, geographical features, sun and moon, stars, planets, natural resources) and social (houses, relationships) components in their immediate environment",36
Andhra Pradesh,Visakhapatanam,World Around Us,C-1.1,"C-1.1 Observes and identifies the natural (insects, plants, birds, animals, geographical features, sun and moon, stars, planets, natural resources) and social (houses, relationships) components in their immediate environment",43
Andhra Pradesh,Vizianagaram,World Around Us,C-1.1,"C-1.1 Observes and identifies the natural (insects, plants, birds, animals, geographical features, sun and moon, stars, planets, natural resources) and social (houses, relationships) components in their immediate environment",38
Andhra Pradesh,West Godavari,World Around Us,C-1.1,"C-1.1 Observes and identifies the natural (insects, plants, birds, animals, geographical features, sun and moon, stars, planets, natural resources) and social (houses, relationships) components in their immediate environment",30
Andhra Pradesh,Y.S.R.,World Around Us,C-1.1,"C-1.1 Observes and identifies the natural (insects, plants, birds, animals, geographical features, sun and moon, stars, planets, natural resources) and social (houses, relationships) components in their immediate environment",35
Chhattisgarh,Balod,Language,C-2.1,"C-2.1 Applies varied comprehension strategies (inferring, predicting, visualising) to understand different texts",53
Chhattisgarh,Baloda Bazar,Language,C-2.1,"C-2.1 Applies varied comprehension strategies (inferring, predicting, visualising) to understand different texts",54
Chhattisgarh,Balrampur,Language,C-2.1,"C-2.1 Applies varied comprehension strategies (inferring, predicting, visualising) to understand different texts",57
Chhattisgarh,Bastar,Language,C-2.1,"C-2.1 Applies varied comprehension strategies (inferring, predicting, visualising) to understand different texts",55
Chhattisgarh,Bemetara,Language,C-2.1,"C-2.1 Applies varied comprehension strategies (inferring, predicting, visualising) to understand different texts",54
Chhattisgarh,Bijapur,Language,C-2.1,"C-2.1 Applies varied comprehension strategies (inferring, predicting, visualising) to understand different texts",56
Chhattisgarh,Bilaspur,Language,C-2.1,"C-2.1 Applies varied comprehension strategies (inferring, predicting, visualising) to understand different texts",53
Chhattisgarh,Dantewada,Language,C-2.1,"C-2.1 Applies varied comprehension strategies (inferring, predicting, visualising) to understand different texts",51
Chhattisgarh,Dhamtari,Language,C-2.1,"C-2.1 Applies varied comprehension strategies (inferring, predicting, visualising) to understand different texts",50
Chhattisgarh,Durg,Language,C-2.1,"C-2.1 Applies varied comprehension strategies (inferring, predicting, visualising) to understand different texts",55
Chhattisgarh,Gariyaband,Language,C-2.1,"C-2.1 Applies varied comprehension strategies (inferring, predicting, visualising) to understand different texts",55
Chhattisgarh,Gaurella Pendra Marwahi,Language,C-2.1,"C-2.1 Applies varied comprehension strategies (inferring, predicting, visualising) to understand different texts",49
Chhattisgarh,Janjgir-Champa,Language,C-2.1,"C-2.1 Applies varied comprehension strategies (inferring, predicting, visualising) to understand different texts",45
Chhattisgarh,Jashpur,Language,C-2.1,"C-2.1 Applies varied comprehension strategies (inferring, predicting, visualising) to understand different texts",56
Chhattisgarh,Kabirdham,Language,C-2.1,"C-2.1 Applies varied comprehension strategies (inferring, predicting, visualising) to understand different texts",56
Chhattisgarh,Kanker,Language,C-2.1,"C-2.1 Applies varied comprehension strategies (inferring, predicting, visualising) to understand different texts",51
Chhattisgarh,Khairgarh Chhuikhadan Gandai,Language,C-2.1,"C-2.1 Applies varied comprehension strategies (inferring, predicting, visualising) to understand different texts",53
Chhattisgarh,Kondagaon,Language,C-2.1,"C-2.1 Applies varied comprehension strategies (inferring, predicting, visualising) to understand different texts",42
Chhattisgarh,Korba,Language,C-2.1,"C-2.1 Applies varied comprehension strategies (inferring, predicting, visualising) to understand different texts",47
Chhattisgarh,Korea,Language,C-2.1,"C-2.1 Applies varied comprehension strategies (inferring, predicting, visualising) to understand different texts",56
Chhattisgarh,Mahasamund,Language,C-2.1,"C-2.1 Applies varied comprehension strategies (inferring, predicting, visualising) to understand different texts",51
Chhattisgarh,Manendragarh Chirimiri Bharatpur,Language,C-2.1,"C-2.1 Applies varied comprehension strategies (inferring, predicting, visualising) to understand different texts",50
Chhattisgarh,Mohla Manpur Ambagarh Chouki,Language,C-2.1,"C-2.1 Applies varied comprehension strategies (inferring, predicting, visualising) to understand different texts",51
Chhattisgarh,Mungeli,Language,C-2.1,"C-2.1 Applies varied comprehension strategies (inferring, predicting, visualising) to understand different texts",50
Chhattisgarh,Narayanpur,Language,C-2.1,"C-2.1 Applies varied comprehension strategies (inferring, predicting, visualising) to understand different texts",49
Chhattisgarh,Raigarh,Language,C-2.1,"C-2.1 Applies varied comprehension strategies (inferring, predicting, visualising) to understand different texts",61
Chhattisgarh,Raipur,Language,C-2.1,"C-2.1 Applies varied comprehension strategies (inferring, predicting, visualising) to understand different texts",53
Chhattisgarh,Rajnandgaon,Language,C-2.1,"C-2.1 Applies varied comprehension strategies (inferring, predicting, visualising) to understand different texts",54
Chhattisgarh,Sakti,Language,C-2.1,"C-2.1 Applies varied comprehension strategies (inferring, predicting, visualising) to understand different texts",47
Chhattisgarh,Sarangarh Bilaigarh,Language,C-2.1,"C-2.1 Applies varied comprehension strategies (inferring, predicting, visualising) to understand different texts",54
Chhattisgarh,Sukma,Language,C-2.1,"C-2.1 Applies varied comprehension strategies (inferring, predicting, visualising) to understand different texts",47
Chhattisgarh,Surajpur,Language,C-2.1,"C-2.1 Applies varied comprehension strategies (inferring, predicting, visualising) to understand different texts",54
Chhattisgarh,Surguja,Language,C-2.1,"C-2.1 Applies varied comprehension strategies (inferring, predicting, visualising) to understand different texts",59
Chhattisgarh,Balod,Mathematics,C-1.1,"C-1.1 Represents numbers using the place value structure of the Indian number system, compares whole numbers, and knows and can read the names of very large numbers",51
Chhattisgarh,Baloda Bazar,Mathematics,C-1.1,"C-1.1 Represents numbers using the place value structure of the Indian number system, compares whole numbers, and knows and can read the names of very large numbers",47
Chhattisgarh,Balrampur,Mathematics,C-1.1,"C-1.1 Represents numbers using the place value structure of the Indian number system, compares whole numbers, and knows and can read the names of very large numbers",51
Chhattisgarh,Bastar,Mathematics,C-1.1,"C-1.1 Represents numbers using the place value structure of the Indian number system, compares whole numbers, and knows and can read the names of very large numbers",55
Chhattisgarh,Bemetara,Mathematics,C-1.1,"C-1.1 Represents numbers using the place value structure of the Indian number system, compares whole numbers, and knows and can read the names of very large numbers",49
Chhattisgarh,Bijapur,Mathematics,C-1.1,"C-1.1 Represents numbers using the place value structure of the Indian number system, compares whole numbers, and knows and can read the names of very large numbers",59
Chhattisgarh,Bilaspur,Mathematics,C-1.1,"C-1.1 Represents numbers using the place value structure of the Indian number system, compares whole numbers, and knows and can read the names of very large numbers",50
Chhattisgarh,Dantewada,Mathematics,C-1.1,"C-1.1 Represents numbers using the place value structure of the Indian number system, compares whole numbers, and knows and can read the names of very large numbers",48
Chhattisgarh,Dhamtari,Mathematics,C-1.1,"C-1.1 Represents numbers using the place value structure of the Indian number system, compares whole numbers, and knows and can read the names of very large numbers",54
Chhattisgarh,Durg,Mathematics,C-1.1,"C-1.1 Represents numbers using the place value structure of the Indian number system, compares whole numbers, and knows and can read the names of very large numbers",55
Chhattisgarh,Gariyaband,Mathematics,C-1.1,"C-1.1 Represents numbers using the place value structure of the Indian number system, compares whole numbers, and knows and can read the names of very large numbers",51
Chhattisgarh,Gaurella Pendra Marwahi,Mathematics,C-1.1,"C-1.1 Represents numbers using the place value structure of the Indian number system, compares whole numbers, and knows and can read the names of very large numbers",43
Chhattisgarh,Janjgir-Champa,Mathematics,C-1.1,"C-1.1 Represents numbers using the place value structure of the Indian number system, compares whole numbers, and knows and can read the names of very large numbers",41
Chhattisgarh,Jashpur,Mathematics,C-1.1,"C-1.1 Represents numbers using the place value structure of the Indian number system, compares whole numbers, and knows and can read the names of very large numbers",53
Chhattisgarh,Kabirdham,Mathematics,C-1.1,"C-1.1 Represents numbers using the place value structure of the Indian number system, compares whole numbers, and knows and can read the names of very large numbers",53
Chhattisgarh,Kanker,Mathematics,C-1.1,"C-1.1 Represents numbers using the place value structure of the Indian number system, compares whole numbers, and knows and can read the names of very large numbers",50
Chhattisgarh,Khairgarh Chhuikhadan Gandai,Mathematics,C-1.1,"C-1.1 Represents numbers using the place value structure of the Indian number system, compares whole numbers, and knows and can read the names of very large numbers",49
Chhattisgarh,Kondagaon,Mathematics,C-1.1,"C-1.1 Represents numbers using the place value structure of the Indian number system, compares whole numbers, and knows and can read the names of very large numbers",43
Chhattisgarh,Korba,Mathematics,C-1.1,"C-1.1 Represents numbers using the place value structure of the Indian number system, compares whole numbers, and knows and can read the names of very large numbers",45
Chhattisgarh,Korea,Mathematics,C-1.1,"C-1.1 Represents numbers using the place value structure of the Indian number system, compares whole numbers, and knows and can read the names of very large numbers",52
Chhattisgarh,Mahasamund,Mathematics,C-1.1,"C-1.1 Represents numbers using the place value structure of the Indian number system, compares whole numbers, and knows and can read the names of very large numbers",52
Chhattisgarh,Manendragarh Chirimiri Bharatpur,Mathematics,C-1.1,"C-1.1 Represents numbers using the place value structure of the Indian number system, compares whole numbers, and knows and can read the names of very large numbers",46
Chhattisgarh,Mohla Manpur Ambagarh Chouki,Mathematics,C-1.1,"C-1.1 Represents numbers using the place value structure of the Indian number system, compares whole numbers, and knows and can read the names of very large numbers",49
Chhattisgarh,Mungeli,Mathematics,C-1.1,"C-1.1 Represents numbers using the place value structure of the Indian number system, compares whole numbers, and knows and can read the names of very large numbers",46
Chhattisgarh,Narayanpur,Mathematics,C-1.1,"C-1.1 Represents numbers using the place value structure of the Indian number system, compares whole numbers, and knows and can read the names of very large numbers",44
Chhattisgarh,Raigarh,Mathematics,C-1.1,"C-1.1 Represents numbers using the place value structure of the Indian number system, compares whole numbers, and knows and can read the names of very large numbers",62
Chhattisgarh,Raipur,Mathematics,C-1.1,"C-1.1 Represents numbers using the place value structure of the Indian number system, compares whole numbers, and knows and can read the names of very large numbers",50
Chhattisgarh,Rajnandgaon,Mathematics,C-1.1,"C-1.1 Represents numbers using the place value structure of the Indian number system, compares whole numbers, and knows and can read the names of very large numbers",51
Chhattisgarh,Sakti,Mathematics,C-1.1,"C-1.1 Represents numbers using the place value structure of the Indian number system, compares whole numbers, and knows and can read the names of very large numbers",44
Chhattisgarh,Sarangarh Bilaigarh,Mathematics,C-1.1,"C-1.1 Represents numbers using the place value structure of the Indian number system, compares whole numbers, and knows and can read the names of very large numbers",53
Chhattisgarh,Sukma,Mathematics,C-1.1,"C-1.1 Represents numbers using the place value structure of the Indian number system, compares whole numbers, and knows and can read the names of very large numbers",47
Chhattisgarh,Surajpur,Mathematics,C-1.1,"C-1.1 Represents numbers using the place value structure of the Indian number system, compares whole numbers, and knows and can read the names of very large numbers",51
Chhattisgarh,Surguja,Mathematics,C-1.1,"C-1.1 Represents numbers using the place value structure of the Indian number system, compares whole numbers, and knows and can read the names of very large numbers",61
Chhattisgarh,Balod,World Around Us,C-1.1,"C-1.1 Observes and identifies the natural (insects, plants, birds, animals, geographical features, sun and moon, stars, planets, natural resources) and social (houses, relationships) components in their immediate environment",41
Chhattisgarh,Baloda Bazar,World Around Us,C-1.1,"C-1.1 Observes and identifies the natural (insects, plants, birds, animals, geographical features, sun and moon, stars, planets, natural resources) and social (houses, relationships) components in their immediate environment",46
Chhattisgarh,Balrampur,World Around Us,C-1.1,"C-1.1 Observes and identifies the natural (insects, plants, birds, animals, geographical features, sun and moon, stars, planets, natural resources) and social (houses, relationships) components in their immediate environment",45
Chhattisgarh,Bastar,World Around Us,C-1.1,"C-1.1 Observes and identifies the natural (insects, plants, birds, animals, geographical features, sun and moon, stars, planets, natural resources) and social (houses, relationships) components in their immediate environment",45
Chhattisgarh,Bemetara,World Around Us,C-1.1,"C-1.1 Observes and identifies the natural (insects, plants, birds, animals, geographical features, sun and moon, stars, planets, natural resources) and social (houses, relationships) components in their immediate environment",39
Chhattisgarh,Bijapur,World Around Us,C-1.1,"C-1.1 Observes and identifies the natural (insects, plants, birds, animals, geographical features, sun and moon, stars, planets, natural resources) and social (houses, relationships) components in their immediate environment",47
Chhattisgarh,Bilaspur,World Around Us,C-1.1,"C-1.1 Observes and identifies the natural (insects, plants, birds, animals, geographical features, sun and moon, stars, planets, natural resources) and social (houses, relationships) components in their immediate environment",43
Chhattisgarh,Dantewada,World Around Us,C-1.1,"C-1.1 Observes and identifies the natural (insects, plants, birds, animals, geographical features, sun and moon, stars, planets, natural resources) and social (houses, relationships) components in their immediate environment",42
Chhattisgarh,Dhamtari,World Around Us,C-1.1,"C-1.1 Observes and identifies the natural (insects, plants, birds, animals, geographical features, sun and moon, stars, planets, natural resources) and social (houses, relationships) components in their immediate environment",39
Chhattisgarh,Durg,World Around Us,C-1.1,"C-1.1 Observes and identifies the natural (insects, plants, birds, animals, geographical features, sun and moon, stars, planets, natural resources) and social (houses, relationships) components in their immediate environment",46
Chhattisgarh,Gariyaband,World Around Us,C-1.1,"C-1.1 Observes and identifies the natural (insects, plants, birds, animals, geographical features, sun and moon, stars, planets, natural resources) and social (houses, relationships) components in their immediate environment",38
Chhattisgarh,Gaurella Pendra Marwahi,World Around Us,C-1.1,"C-1.1 Observes and identifies the natural (insects, plants, birds, animals, geographical features, sun and moon, stars, planets, natural resources) and social (houses, relationships) components in their immediate environment",40
Chhattisgarh,Janjgir-Champa,World Around Us,C-1.1,"C-1.1 Observes and identifies the natural (insects, plants, birds, animals, geographical features, sun and moon, stars, planets, natural resources) and social (houses, relationships) components in their immediate environment",34
Chhattisgarh,Jashpur,World Around Us,C-1.1,"C-1.1 Observes and identifies the natural (insects, plants, birds, animals, geographical features, sun and moon, stars, planets, natural resources) and social (houses, relationships) components in their immediate environment",45
Chhattisgarh,Kabirdham,World Around Us,C-1.1,"C-1.1 Observes and identifies the natural (insects, plants, birds, animals, geographical features, sun and moon, stars, planets, natural resources) and social (houses, relationships) components in their immediate environment",45
Chhattisgarh,Kanker,World Around Us,C-1.1,"C-1.1 Observes and identifies the natural (insects, plants, birds, animals, geographical features, sun and moon, stars, planets, natural resources) and social (houses, relationships) components in their immediate environment",39
Chhattisgarh,Khairgarh Chhuikhadan Gandai,World Around Us,C-1.1,"C-1.1 Observes and identifies the natural (insects, plants, birds, animals, geographical features, sun and moon, stars, planets, natural resources) and social (houses, relationships) components in their immediate environment",45
Chhattisgarh,Kondagaon,World Around Us,C-1.1,"C-1.1 Observes and identifies the natural (insects, plants, birds, animals, geographical features, sun and moon, stars, planets, natural resources) and social (houses, relationships) components in their immediate environment",38
Chhattisgarh,Korba,World Around Us,C-1.1,"C-1.1 Observes and identifies the natural (insects, plants, birds, animals, geographical features, sun and moon, stars, planets, natural resources) and social (houses, relationships) components in their immediate environment",38
Chhattisgarh,Korea,World Around Us,C-1.1,"C-1.1 Observes and identifies the natural (insects, plants, birds, animals, geographical features, sun and moon, stars, planets, natural resources) and social (houses, relationships) components in their immediate environment",45
Chhattisgarh,Mahasamund,World Around Us,C-1.1,"C-1.1 Observes and identifies the natural (insects, plants, birds, animals, geographical features, sun and moon, stars, planets, natural resources) and social (houses, relationships) components in their immediate environment",44
Chhattisgarh,Manendragarh Chirimiri Bharatpur,World Around Us,C-1.1,"C-1.1 Observes and identifies the natural (insects, plants, birds, animals, geographical features, sun and moon, stars, planets, natural resources) and social (houses, relationships) components in their immediate environment",40
Chhattisgarh,Mohla Manpur Ambagarh Chouki,World Around Us,C-1.1,"C-1.1 Observes and identifies the natural (insects, plants, birds, animals, geographical features, sun and moon, stars, planets, natural resources) and social (houses, relationships) components in their immediate environment",37
Chhattisgarh,Mungeli,World Around Us,C-1.1,"C-1.1 Observes and identifies the natural (insects, plants, birds, animals, geographical features, sun and moon, stars, planets, natural resources) and social (houses, relationships) components in their immediate environment",40
Chhattisgarh,Narayanpur,World Around Us,C-1.1,"C-1.1 Observes and identifies the natural (insects, plants, birds, animals, geographical features, sun and moon, stars, planets, natural resources) and social (houses, relationships) components in their immediate environment",36
