State,District,Subject,LO_Code,Description,Score
Andhra Pradesh,Visakhapatanam,Language,C-1.1,"C-1.1 Identifies main points and summarises from a careful listening or reading of the text (news articles, reports, editorials)",56
Andhra Pradesh,Vizianagaram,Language,C-1.1,"C-1.1 Identifies main points and summarises from a careful listening or reading of the text (news articles, reports, editorials)",58
Andhra Pradesh,West Godavari,Language,C-1.1,"C-1.1 Identifies main points and summarises from a careful listening or reading of the text (news articles, reports, editorials)",47
Andhra Pradesh,Y.S.R.,Language,C-1.1,"C-1.1 Identifies main points and summarises from a careful listening or reading of the text (news articles, reports, editorials)",44
Andhra Pradesh,Alluri Sitharama Raju,Mathematics,C-1.2,"C-1.2 Discovers, identifies, and explores patterns in numbers and describes rules for their formation (e.g., multiples of 7, powers of 3, prime numbers), and explains relations between different patterns",34
Andhra Pradesh,Anakapalli,Mathematics,C-1.2,"C-1.2 Discovers, identifies, and explores patterns in numbers and describes rules for their formation (e.g., multiples of 7, powers of 3, prime numbers), and explains relations between different patterns",37
Andhra Pradesh,Anantapur,Mathematics,C-1.2,"C-1.2 Discovers, identifies, and explores patterns in numbers and describes rules for their formation (e.g., multiples of 7, powers of 3, prime numbers), and explains relations between different patterns",34
Andhra Pradesh,Annamayya,Mathematics,C-1.2,"C-1.2 Discovers, identifies, and explores patterns in numbers and describes rules for their formation (e.g., multiples of 7, powers of 3, prime numbers), and explains relations between different patterns",37
Andhra Pradesh,Bapatla,Mathematics,C-1.2,"C-1.2 Discovers, identifies, and explores patterns in numbers and describes rules for their formation (e.g., multiples of 7, powers of 3, prime numbers), and explains relations between different patterns",44
Andhra Pradesh,Chittoor,Mathematics,C-1.2,"C-1.2 Discovers, identifies, and explores patterns in numbers and describes rules for their formation (e.g., multiples of 7, powers of 3, prime numbers), and explains relations between different patterns",40
Andhra Pradesh,East Godavari,Mathematics,C-1.2,"C-1.2 Discovers, identifies, and explores patterns in numbers and describes rules for their formation (e.g., multiples of 7, powers of 3, prime numbers), and explains relations between different patterns",37
Andhra Pradesh,Eluru,Mathematics,C-1.2,"C-1.2 Discovers, identifies, and explores patterns in numbers and describes rules for their formation (e.g., multiples of 7, powers of 3, prime numbers), and explains relations between different patterns",35
Andhra Pradesh,Guntur,Mathematics,C-1.2,"C-1.2 Discovers, identifies, and explores patterns in numbers and describes rules for their formation (e.g., multiples of 7, powers of 3, prime numbers), and explains relations between different patterns",37
Andhra Pradesh,Kakinada,Mathematics,C-1.2,"C-1.2 Discovers, identifies, and explores patterns in numbers and describes rules for their formation (e.g., multiples of 7, powers of 3, prime numbers), and explains relations between different patterns",38
Andhra Pradesh,Konaseema,Mathematics,C-1.2,"C-1.2 Discovers, identifies, and explores patterns in numbers and describes rules for their formation (e.g., multiples of 7, powers of 3, prime numbers), and explains relations between different patterns",34
Andhra Pradesh,Krishna,Mathematics,C-1.2,"C-1.2 Discovers, identifies, and explores patterns in numbers and describes rules for their formation (e.g., multiples of 7, powers of 3, prime numbers), and explains relations between different patterns",39
Andhra Pradesh,Kurnool,Mathematics,C-1.2,"C-1.2 Discovers, identifies, and explores patterns in numbers and describes rules for their formation (e.g., multiples of 7, powers of 3, prime numbers), and explains relations between different patterns",32
Andhra Pradesh,Nandyal,Mathematics,C-1.2,"C-1.2 Discovers, identifies, and explores patterns in numbers and describes rules for their formation (e.g., multiples of 7, powers of 3, prime numbers), and explains relations between different patterns",39
Andhra Pradesh,Ntr,Mathematics,C-1.2,"C-1.2 Discovers, identifies, and explores patterns in numbers and describes rules for their formation (e.g., multiples of 7, powers of 3, prime numbers), and explains relations between different patterns",37
Andhra Pradesh,Palnadu,Mathematics,C-1.2,"C-1.2 Discovers, identifies, and explores patterns in numbers and describes rules for their formation (e.g., multiples of 7, powers of 3, prime numbers), and explains relations between different patterns",37
Andhra Pradesh,Parvathipuram Manyam,Mathematics,C-1.2,"C-1.2 Discovers, identifies, and explores patterns in numbers and describes rules for their formation (e.g., multiples of 7, powers of 3, prime numbers), and explains relations between different patterns",41
Andhra Pradesh,Prakasam,Mathematics,C-1.2,"C-1.2 Discovers, identifies, and explores patterns in numbers and describes rules for their formation (e.g., multiples of 7, powers of 3, prime numbers), and explains relations between different patterns",35
Andhra Pradesh,Spsr Nellore,Mathematics,C-1.2,"C-1.2 Discovers, identifies, and explores patterns in numbers and describes rules for their formation (e.g., multiples of 7, powers of 3, prime numbers), and explains relations between different patterns",43
Andhra Pradesh,Sri Sathya Sai,Mathematics,C-1.2,"C-1.2 Discovers, identifies, and explores patterns in numbers and describes rules for their formation (e.g., multiples of 7, powers of 3, prime numbers), and explains relations between different patterns",36
Andhra Pradesh,Srikakulam,Mathematics,C-1.2,"C-1.2 Discovers, identifies, and explores patterns in numbers and describes rules for their formation (e.g., multiples of 7, powers of 3, prime numbers), and explains relations between different patterns",39
Andhra Pradesh,Tirupati,Mathematics,C-1.2,"C-1.2 Discovers, identifies, and explores patterns in numbers and describes rules for their formation (e.g., multiples of 7, powers of 3, prime numbers), and explains relations between different patterns",33
Andhra Pradesh,Visakhapatanam,Mathematics,C-1.2,"C-1.2 Discovers, identifies, and explores patterns in numbers and describes rules for their formation (e.g., multiples of 7, powers of 3, prime numbers), and explains relations between different patterns",44
Andhra Pradesh,Vizianagaram,Mathematics,C-1.2,"C-1.2 Discovers, identifies, and explores patterns in numbers and describes rules for their formation (e.g., multiples of 7, powers of 3, prime numbers), and explains relations between different patterns",45
Andhra Pradesh,West Godavari,Mathematics,C-1.2,"C-1.2 Discovers, identifies, and explores patterns in numbers and describes rules for their formation (e.g., multiples of 7, powers of 3, prime numbers), and explains relations between different patterns",36
Andhra Pradesh,Y.S.R.,Mathematics,C-1.2,"C-1.2 Discovers, identifies, and explores patterns in numbers and describes rules for their formation (e.g., multiples of 7, powers of 3, prime numbers), and explains relations between different patterns",37
Andhra Pradesh,Alluri Sitharama Raju,Science,C-1.1,"C-1.1 Classifies matter based on observable physical (solid, liquid, gas, shape, volume, density, transparent, opaque, translucent, magnetic, non-magnetic, conducting, non-conducting) and chemical characteristics",32
Andhra Pradesh,Anakapalli,Science,C-1.1,"C-1.1 Classifies matter based on observable physical (solid, liquid, gas, shape, volume, density, transparent, opaque, translucent, magnetic, non-magnetic, conducting, non-conducting) and chemical characteristics",34
Andhra Pradesh,Anantapur,Science,C-1.1,"C-1.1 Classifies matter based on observable physical (solid, liquid, gas, shape, volume, density, transparent, opaque, translucent, magnetic, non-magnetic, conducting, non-conducting) and chemical characteristics",31
Andhra Pradesh,Annamayya,Science,C-1.1,"C-1.1 Classifies matter based on observable physical (solid, liquid, gas, shape, volume, density, transparent, opaque, translucent, magnetic, non-magnetic, conducting, non-conducting) and chemical characteristics",34
Andhra Pradesh,Bapatla,Science,C-1.1,"C-1.1 Classifies matter based on observable physical (solid, liquid, gas, shape, volume, density, transparent, opaque, translucent, magnetic, non-magnetic, conducting, non-conducting) and chemical characteristics",35
Andhra Pradesh,Chittoor,Science,C-1.1,"C-1.1 Classifies matter based on observable physical (solid, liquid, gas, shape, volume, density, transparent, opaque, translucent, magnetic, non-magnetic, conducting, non-conducting) and chemical characteristics",35
Andhra Pradesh,East Godavari,Science,C-1.1,"C-1.1 Classifies matter based on observable physical (solid, liquid, gas, shape, volume, density, transparent, opaque, translucent, magnetic, non-magnetic, conducting, non-conducting) and chemical characteristics",31
Andhra Pradesh,Eluru,Science,C-1.1,"C-1.1 Classifies matter based on observable physical (solid, liquid, gas, shape, volume, density, transparent, opaque, translucent, magnetic, non-magnetic, conducting, non-conducting) and chemical characteristics",33
Andhra Pradesh,Guntur,Science,C-1.1,"C-1.1 Classifies matter based on observable physical (solid, liquid, gas, shape, volume, density, transparent, opaque, translucent, magnetic, non-magnetic, conducting, non-conducting) and chemical characteristics",30
Andhra Pradesh,Kakinada,Science,C-1.1,"C-1.1 Classifies matter based on observable physical (solid, liquid, gas, shape, volume, density, transparent, opaque, translucent, magnetic, non-magnetic, conducting, non-conducting) and chemical characteristics",36
Andhra Pradesh,Konaseema,Science,C-1.1,"C-1.1 Classifies matter based on observable physical (solid, liquid, gas, shape, volume, density, transparent, opaque, translucent, magnetic, non-magnetic, conducting, non-conducting) and chemical characteristics",33
Andhra Pradesh,Krishna,Science,C-1.1,"C-1.1 Classifies matter based on observable physical (solid, liquid, gas, shape, volume, density, transparent, opaque, translucent, magnetic, non-magnetic, conducting, non-conducting) and chemical characteristics",33
Andhra Pradesh,Kurnool,Science,C-1.1,"C-1.1 Classifies matter based on observable physical (solid, liquid, gas, shape, volume, density, transparent, opaque, translucent, magnetic, non-magnetic, conducting, non-conducting) and chemical characteristics",27
Andhra Pradesh,Nandyal,Science,C-1.1,"C-1.1 Classifies matter based on observable physical (solid, liquid, gas, shape, volume, density, transparent, opaque, translucent, magnetic, non-magnetic, conducting, non-conducting) and chemical characteristics",34
Andhra Pradesh,Ntr,Science,C-1.1,"C-1.1 Classifies matter based on observable physical (solid, liquid, gas, shape, volume, density, transparent, opaque, translucent, magnetic, non-magnetic, conducting, non-conducting) and chemical characteristics",31
Andhra Pradesh,Palnadu,Science,C-1.1,"C-1.1 Classifies matter based on observable physical (solid, liquid, gas, shape, volume, density, transparent, opaque, translucent, magnetic, non-magnetic, conducting, non-conducting) and chemical characteristics",33
Andhra Pradesh,Parvathipuram Manyam,Science,C-1.1,"C-1.1 Classifies matter based on observable physical (solid, liquid, gas, shape, volume, density, transparent, opaque, translucent, magnetic, non-magnetic, conducting, non-conducting) and chemical characteristics",34
Andhra Pradesh,Prakasam,Science,C-1.1,"C-1.1 Classifies matter based on observable physical (solid, liquid, gas, shape, volume, density, transparent, opaque, translucent, magnetic, non-magnetic, conducting, non-conducting) and chemical characteristics",32
Andhra Pradesh,Spsr Nellore,Science,C-1.1,"C-1.1 Classifies matter based on observable physical (solid, liquid, gas, shape, volume, density, transparent, opaque, translucent, magnetic, non-magnetic, conducting, non-conducting) and chemical characteristics",33
Andhra Pradesh,Sri Sathya Sai,Science,C-1.1,"C-1.1 Classifies matter based on observable physical (solid, liquid, gas, shape, volume, density, transparent, opaque, translucent, magnetic, non-magnetic, conducting, non-conducting) and chemical characteristics",32
Andhra Pradesh,Srikakulam,Science,C-1.1,"C-1.1 Classifies matter based on observable physical (solid, liquid, gas, shape, volume, density, transparent, opaque, translucent, magnetic, non-magnetic, conducting, non-conducting) and chemical characteristics",33
Andhra Pradesh,Tirupati,Science,C-1.1,"C-1.1 Classifies matter based on observable physical (solid, liquid, gas, shape, volume, density, transparent, opaque, translucent, magnetic, non-magnetic, conducting, non-conducting) and chemical characteristics",33
Andhra Pradesh,Visakhapatanam,Science,C-1.1,"C-1.1 Classifies matter based on observable physical (solid, liquid, gas, shape, volume, density, transparent, opaque, translucent, magnetic, non-magnetic, conducting, non-conducting) and chemical characteristics",39
Andhra Pradesh,Vizianagaram,Science,C-1.1,"C-1.1 Classifies matter based on observable physical (solid, liquid, gas, shape, volume, density, transparent, opaque, translucent, magnetic, non-magnetic, conducting, non-conducting) and chemical characteristics",37
Andhra Pradesh,West Godavari,Science,C-1.1,"C-1.1 Classifies matter based on observable physical (solid, liquid, gas, shape, volume, density, transparent, opaque, translucent, magnetic, non-magnetic, conducting, non-conducting) and chemical characteristics",28
Andhra Pradesh,Y.S.R.,Science,C-1.1,"C-1.1 Classifies matter based on observable physical (solid, liquid, gas, shape, volume, density, transparent, opaque, translucent, magnetic, non-magnetic, conducting, non-conducting) and chemical characteristics",30
Andhra Pradesh,Alluri Sitharama Raju,Social Science,C-1.1,"C-1.1 Collects and interprets multiple sources of information (primary and secondary) to understand the historical, cultural, geographical, and socio-political aspects of human life",34
Andhra Pradesh,Anakapalli,Social Science,C-1.1,"C-1.1 Collects and interprets multiple sources of information (primary and secondary) to understand the historical, cultural, geographical, and socio-political aspects of human life",32
Andhra Pradesh,Anantapur,Social Science,C-1.1,"C-1.1 Collects and interprets multiple sources of information (primary and secondary) to understand the historical, cultural, geographical, and socio-political aspects of human life",35
Andhra Pradesh,Annamayya,Social Science,C-1.1,"C-1.1 Collects and interprets multiple sources of information (primary and secondary) to understand the historical, cultural, geographical, and socio-political aspects of human life",34
Andhra Pradesh,Bapatla,Social Science,C-1.1,"C-1.1 Collects and interprets multiple sources of information (primary and secondary) to understand the historical, cultural, geographical, and socio-political aspects of human life",39
Andhra Pradesh,Chittoor,Social Science,C-1.1,"C-1.1 Collects and interprets multiple sources of information (primary and secondary) to understand the historical, cultural, geographical, and socio-political aspects of human life",29
Andhra Pradesh,East Godavari,Social Science,C-1.1,"C-1.1 Collects and interprets multiple sources of information (primary and secondary) to understand the historical, cultural, geographical, and socio-political aspects of human life",37
Andhra Pradesh,Eluru,Social Science,C-1.1,"C-1.1 Collects and interprets multiple sources of information (primary and secondary) to understand the historical, cultural, geographical, and socio-political aspects of human life",33
Andhra Pradesh,Guntur,Social Science,C-1.1,"C-1.1 Collects and interprets multiple sources of information (primary and secondary) to understand the historical, cultural, geographical, and socio-political aspects of human life",33
Andhra Pradesh,Kakinada,Social Science,C-1.1,"C-1.1 Collects and interprets multiple sources of information (primary and secondary) to understand the historical, cultural, geographical, and socio-political aspects of human life",32
Andhra Pradesh,Konaseema,Social Science,C-1.1,"C-1.1 Collects and interprets multiple sources of information (primary and secondary) to understand the historical, cultural, geographical, and socio-political aspects of human life",34
Andhra Pradesh,Krishna,Social Science,C-1.1,"C-1.1 Collects and interprets multiple sources of information (primary and secondary) to understand the historical, cultural, geographical, and socio-political aspects of human life",36
Andhra Pradesh,Kurnool,Social Science,C-1.1,"C-1.1 Collects and interprets multiple sources of information (primary and secondary) to understand the historical, cultural, geographical, and socio-political aspects of human life",28
Andhra Pradesh,Nandyal,Social Science,C-1.1,"C-1.1 Collects and interprets multiple sources of information (primary and secondary) to understand the historical, cultural, geographical, and socio-political aspects of human life",36
Andhra Pradesh,Ntr,Social Science,C-1.1,"C-1.1 Collects and interprets multiple sources of information (primary and secondary) to understand the historical, cultural, geographical, and socio-political aspects of human life",33
Andhra Pradesh,Palnadu,Social Science,C-1.1,"C-1.1 Collects and interprets multiple sources of information (primary and secondary) to understand the historical, cultural, geographical, and socio-political aspects of human life",32
Andhra Pradesh,Parvathipuram Manyam,Social Science,C-1.1,"C-1.1 Collects and interprets multiple sources of information (primary and secondary) to understand the historical, cultural, geographical, and socio-political aspects of human life",32
Andhra Pradesh,Prakasam,Social Science,C-1.1,"C-1.1 Collects and interprets multiple sources of information (primary and secondary) to understand the historical, cultural, geographical, and socio-political aspects of human life",36
Andhra Pradesh,Spsr Nellore,Social Science,C-1.1,"C-1.1 Collects and interprets multiple sources of information (primary and secondary) to understand the historical, cultural, geographical, and socio-political aspects of human life",32
Andhra Pradesh,Sri Sathya Sai,Social Science,C-1.1,"C-1.1 Collects and interprets multiple sources of information (primary and secondary) to understand the historical, cultural, geographical, and socio-political aspects of human life",33
Andhra Pradesh,Srikakulam,Social Science,C-1.1,"C-1.1 Collects and interprets multiple sources of information (primary and secondary) to understand the historical, cultural, geographical, and socio-political aspects of human life",35
Andhra Pradesh,Tirupati,Social Science,C-1.1,"C-1.1 Collects and interprets multiple sources of information (primary and secondary) to understand the historical, cultural, geographical, and socio-political aspects of human life",33
Andhra Pradesh,Visakhapatanam,Social Science,C-1.1,"C-1.1 Collects and interprets multiple sources of information (primary and secondary) to understand the historical, cultural, geographical, and socio-political aspects of human life",35
Andhra Pradesh,Vizianagaram,Social Science,C-1.1,"C-1.1 Collects and interprets multiple sources of information (primary and secondary) to understand the historical, cultural, geographical, and socio-political aspects of human life",34
Andhra Pradesh,West Godavari,Social Science,C-1.1,"C-1.1 Collects and interprets multiple sources of information (primary and secondary) to understand the historical, cultural, geographical, and socio-political aspects of human life",35
Andhra Pradesh,Y.S.R.,Social Science,C-1.1,"C-1.1 Collects and interprets multiple sources of information (primary and secondary) to understand the historical, cultural, geographical, and socio-political aspects of human life",33
Chhattisgarh,Balod,Language,C-1.1,"C-1.1 Identifies main points and summarises from a careful listening or reading of the text (news articles, reports, editorials)",52
Chhattisgarh,Baloda Bazar,Language,C-1.1,"C-1.1 Identifies main points and summarises from a careful listening or reading of the text (news articles, reports, editorials)",55
Chhattisgarh,Balrampur,Language,C-1.1,"C-1.1 Identifies main points and summarises from a careful listening or reading of the text (news articles, reports, editorials)",50
Chhattisgarh,Bastar,Language,C-1.1,"C-1.1 Identifies main points and summarises from a careful listening or reading of the text (news articles, reports, editorials)",58
Chhattisgarh,Bemetara,Language,C-1.1,"C-1.1 Identifies main points and summarises from a careful listening or reading of the text (news articles, reports, editorials)",51
Chhattisgarh,Bijapur,Language,C-1.1,"C-1.1 Identifies main points and summarises from a careful listening or reading of the text (news articles, reports, editorials)",53
Chhattisgarh,Bilaspur,Language,C-1.1,"C-1.1 Identifies main points and summarises from a careful listening or reading of the text (news articles, reports, editorials)",56
Chhattisgarh,Dantewada,Language,C-1.1,"C-1.1 Identifies main points and summarises from a careful listening or reading of the text (news articles, reports, editorials)",54
Chhattisgarh,Dhamtari,Language,C-1.1,"C-1.1 Identifies main points and summarises from a careful listening or reading of the text (news articles, reports, editorials)",60
Chhattisgarh,Durg,Language,C-1.1,"C-1.1 Identifies main points and summarises from a careful listening or reading of the text (news articles, reports, editorials)",58
Chhattisgarh,Gariyaband,Language,C-1.1,"C-1.1 Identifies main points and summarises from a careful listening or reading of the text (news articles, reports, editorials)",52
Chhattisgarh,Gaurella Pendra Marwahi,Language,C-1.1,"C-1.1 Identifies main points and summarises from a careful listening or reading of the text (news articles, reports, editorials)",46
Chhattisgarh,Janjgir-Champa,Language,C-1.1,"C-1.1 Identifies main points and summarises from a careful listening or reading of the text (news articles, reports, editorials)",48
Chhattisgarh,Jashpur,Language,C-1.1,"C-1.1 Identifies main points and summarises from a careful listening or reading of the text (news articles, reports, editorials)",53
Chhattisgarh,Kabirdham,Language,C-1.1,"C-1.1 Identifies main points and summarises from a careful listening or reading of the text (news articles, reports, editorials)",52
Chhattisgarh,Kanker,Language,C-1.1,"C-1.1 Identifies main points and summarises from a careful listening or reading of the text (news articles, reports, editorials)",54
Chhattisgarh,Khairgarh Chhuikhadan Gandai,Language,C-1.1,"C-1.1 Identifies main points and summarises from a careful listening or reading of the text (news articles, reports, editorials)",51
Chhattisgarh,Kondagaon,Language,C-1.1,"C-1.1 Identifies main points and summarises from a careful listening or reading of the text (news articles, reports, editorials)",46
Chhattisgarh,Korba,Language,C-1.1,"C-1.1 Identifies main points and summarises from a careful listening or reading of the text (news articles, reports, editorials)",50
Chhattisgarh,Korea,Language,C-1.1,"C-1.1 Identifies main points and summarises from a careful listening or reading of the text (news articles, reports, editorials)",49
Chhattisgarh,Mahasamund,Language,C-1.1,"C-1.1 Identifies main points and summarises from a careful listening or reading of the text (news articles, reports, editorials)",54
Chhattisgarh,Manendragarh Chirimiri Bharatpur,Language,C-1.1,"C-1.1 Identifies main points and summarises from a careful listening or reading of the text (news articles, reports, editorials)",49
Chhattisgarh,Mohla Manpur Ambagarh Chouki,Language,C-1.1,"C-1.1 Identifies main points and summarises from a careful listening or reading of the text (news articles, reports, editorials)",49
Chhattisgarh,Mungeli,Language,C-1.1,"C-1.1 Identifies main points and summarises from a careful listening or reading of the text (news articles, reports, editorials)",49
Chhattisgarh,Narayanpur,Language,C-1.1,"C-1.1 Identifies main points and summarises from a careful listening or reading of the text (news articles, reports, editorials)",44
Chhattisgarh,Raigarh,Language,C-1.1,"C-1.1 Identifies main points and summarises from a careful listening or reading of the text (news articles, reports, editorials)",60
Chhattisgarh,Raipur,Language,C-1.1,"C-1.1 Identifies main points and summarises from a careful listening or reading of the text (news articles, reports, editorials)",53
Chhattisgarh,Rajnandgaon,Language,C-1.1,"C-1.1 Identifies main points and summarises from a careful listening or reading of the text (news articles, reports, editorials)",55
Chhattisgarh,Sakti,Language,C-1.1,"C-1.1 Identifies main points and summarises from a careful listening or reading of the text (news articles, reports, editorials)",50
Chhattisgarh,Sarangarh Bilaigarh,Language,C-1.1,"C-1.1 Identifies main points and summarises from a careful listening or reading of the text (news articles, reports, editorials)",57
Chhattisgarh,Sukma,Language,C-1.1,"C-1.1 Identifies main points and summarises from a careful listening or reading of the text (news articles, reports, editorials)",43
Chhattisgarh,Surajpur,Language,C-1.1,"C-1.1 Identifies main points and summarises from a careful listening or reading of the text (news articles, reports, editorials)",46
Chhattisgarh,Surguja,Language,C-1.1,"C-1.1 Identifies main points and summarises from a careful listening or reading of the text (news articles, reports, editorials)",56
Chhattisgarh,Balod,Mathematics,C-1.2,"C-1.2 Discovers, identifies, and explores patterns in numbers and describes rules for their formation (e.g., multiples of 7, powers of 3, prime numbers), and explains relations between different patterns",36
Chhattisgarh,Baloda Bazar,Mathematics,C-1.2,"C-1.2 Discovers, identifies, and explores patterns in numbers and describes rules for their formation (e.g., multiples of 7, powers of 3, prime numbers), and explains relations between different patterns",37
Chhattisgarh,Balrampur,Mathematics,C-1.2,"C-1.2 Discovers, identifies, and explores patterns in numbers and describes rules for their formation (e.g., multiples of 7, powers of 3, prime numbers), and explains relations between different patterns",39
Chhattisgarh,Bastar,Mathematics,C-1.2,"C-1.2 Discovers, identifies, and explores patterns in numbers and describes rules for their formation (e.g., multiples of 7, powers of 3, prime numbers), and explains relations between different patterns",40
Chhattisgarh,Bemetara,Mathematics,C-1.2,"C-1.2 Discovers, identifies, and explores patterns in numbers and describes rules for their formation (e.g., multiples of 7, powers of 3, prime numbers), and explains relations between different patterns",41
Chhattisgarh,Bijapur,Mathematics,C-1.2,"C-1.2 Discovers, identifies, and explores patterns in numbers and describes rules for their formation (e.g., multiples of 7, powers of 3, prime numbers), and explains relations between different patterns",46
Chhattisgarh,Bilaspur,Mathematics,C-1.2,"C-1.2 Discovers, identifies, and explores patterns in numbers and describes rules for their formation (e.g., multiples of 7, powers of 3, prime numbers), and explains relations between different patterns",38
Chhattisgarh,Dantewada,Mathematics,C-1.2,"C-1.2 Discovers, identifies, and explores patterns in numbers and describes rules for their formation (e.g., multiples of 7, powers of 3, prime numbers), and explains relations between different patterns",39
Chhattisgarh,Dhamtari,Mathematics,C-1.2,"C-1.2 Discovers, identifies, and explores patterns in numbers and describes rules for their formation (e.g., multiples of 7, powers of 3, prime numbers), and explains relations between different patterns",39
Chhattisgarh,Durg,Mathematics,C-1.2,"C-1.2 Discovers, identifies, and explores patterns in numbers and describes rules for their formation (e.g., multiples of 7, powers of 3, prime numbers), and explains relations between different patterns",42
Chhattisgarh,Gariyaband,Mathematics,C-1.2,"C-1.2 Discovers, identifies, and explores patterns in numbers and describes rules for their formation (e.g., multiples of 7, powers of 3, prime numbers), and explains relations between different patterns",35
Chhattisgarh,Gaurella Pendra Marwahi,Mathematics,C-1.2,"C-1.2 Discovers, identifies, and explores patterns in numbers and describes rules for their formation (e.g., multiples of 7, powers of 3, prime numbers), and explains relations between different patterns",33
Chhattisgarh,Janjgir-Champa,Mathematics,C-1.2,"C-1.2 Discovers, identifies, and explores patterns in numbers and describes rules for their formation (e.g., multiples of 7, powers of 3, prime numbers), and explains relations between different patterns",33
Chhattisgarh,Jashpur,Mathematics,C-1.2,"C-1.2 Discovers, identifies, and explores patterns in numbers and describes rules for their formation (e.g., multiples of 7, powers of 3, prime numbers), and explains relations between different patterns",39
Chhattisgarh,Kabirdham,Mathematics,C-1.2,"C-1.2 Discovers, identifies, and explores patterns in numbers and describes rules for their formation (e.g., multiples of 7, powers of 3, prime numbers), and explains relations between different patterns",41
Chhattisgarh,Kanker,Mathematics,C-1.2,"C-1.2 Discovers, identifies, and explores patterns in numbers and describes rules for their formation (e.g., multiples of 7, powers of 3, prime numbers), and explains relations between different patterns",37
Chhattisgarh,Khairgarh Chhuikhadan Gandai,Mathematics,C-1.2,"C-1.2 Discovers, identifies, and explores patterns in numbers and describes rules for their formation (e.g., multiples of 7, powers of 3, prime numbers), and explains relations between different patterns",37
Chhattisgarh,Kondagaon,Mathematics,C-1.2,"C-1.2 Discovers, identifies, and explores patterns in numbers and describes rules for their formation (e.g., multiples of 7, powers of 3, prime numbers), and explains relations between different patterns",33
Chhattisgarh,Korba,Mathematics,C-1.2,"C-1.2 Discovers, identifies, and explores patterns in numbers and describes rules for their formation (e.g., multiples of 7, powers of 3, prime numbers), and explains relations between different patterns",36
Chhattisgarh,Korea,Mathematics,C-1.2,"C-1.2 Discovers, identifies, and explores patterns in numbers and describes rules for their formation (e.g., multiples of 7, powers of 3, prime numbers), and explains relations between different patterns",36
Chhattisgarh,Mahasamund,Mathematics,C-1.2,"C-1.2 Discovers, identifies, and explores patterns in numbers and describes rules for their formation (e.g., multiples of 7, powers of 3, prime numbers), and explains relations between different patterns",39
